Job ID,Job Title,Company Name,Language and Tools,Job Salary,City,Province,Job Link
job_bba61396e8daf5c5,"Analyst, FP&A",CCM Hockey,"Tableau, Looker",,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=bba61396e8daf5c5&bb=UAGupeYBgwkQVC8Qpf4kf0_gV7ivC3FTrF81QWiM8kEg65eb6Ljd6YNBwcfmcwB6OkbaXfryiUhZiJJsgJTaghlSk7_FBz23lZ2RJ2VQq4WXYf_HJzWXsT-tOJpL1MQv&xkcb=SoBv67M39KhysqQgXh2XbzkdCdPP&fccid=ba7d7b51006949a6&vjs=3
job_015091ae10d7fa33,IT (information technology) business analyst,QualPro Systems Inc.,,43.30 an hour,North York,ON,https://ca.indeed.com/rc/clk?jk=015091ae10d7fa33&bb=UAGupeYBgwkQVC8Qpf4kf6rd4ZyW1xwa0-TUpoD7m5EVX6XCn23_AKWRsVM4CxtV8BScfgu9FmzcPHVwbXRM48Ona3kEr4sfBdGkysp0inL-xersAYAv-A%3D%3D&xkcb=SoDb67M39KhysqQgXh2WbzkdCdPP&fccid=9c604f826eed4794&vjs=3
job_7aa9c29b40f36c77,"Supply Chain Master Data Analyst (Hybrid: Calgary, AB) - Hybrid",Enbridge Contingent Talent Community,"Oracle Cloud, Excel, Power Bi",,Calgary,AB,https://ca.indeed.com/rc/clk?jk=7aa9c29b40f36c77&bb=UAGupeYBgwkQVC8Qpf4kf4kiMVsNbsWJAFva0FzTHJKKTlbgX6CDkLhwL5vOAxCeG11Ug-fUyivVZl8xAlKziqEbg0_ftKgcO6sBu0bCWQFr4X4ZUfMYUgnT3bFTsbvD&xkcb=SoBG67M39KhysqQgXh2VbzkdCdPP&fccid=221c64eea0d34f50&vjs=3
job_b14c0331c2a904dc,database analyst,COHASH IT SERVICES INC.,"Sql, Shell, Git, Perl, Oracle Database, Javascript, Database",53.50 an hour,Burnaby,BC,https://ca.indeed.com/rc/clk?jk=b14c0331c2a904dc&bb=UAGupeYBgwkQVC8Qpf4kf-9l85wn9pVkwlUAUDmX69hnKXdRkbsJUVPJONTTjz8w-b0-FY-_Lvmns4MJYmfpuLr8tH366RQ9Zld0taV8vwBgRx8_LPqF8w%3D%3D&xkcb=SoDy67M39KhysqQgXh2UbzkdCdPP&fccid=7585b4b0c56fc7ff&vjs=3
job_7fa4bb0ae2b9d059,KÃƒÂ¶rber Business Analyst/KÃƒÂ¶rber Analyste ÃƒÂ©conomique,Exertis | JAM,"Gap, Vue, R",,Baie-d'urfe,QC,https://ca.indeed.com/rc/clk?jk=7fa4bb0ae2b9d059&bb=UAGupeYBgwkQVC8Qpf4kf29sf71Cotul3jozePPCvihEHP2Wp2YbfiPMPAtycgWn4On7KGip32SuVL0AAdH4vNw1o8PF1GqOt7HV3iUTecPdxxmPJI94bAAr6KBhfI1B&xkcb=SoBJ67M39KhysqQgXh2rbzkdCdPP&fccid=a877bfb991828b7e&vjs=3
job_90389e3cf7b691c4,Business Analyst - Hybrid,CarltonOne,Snowflake,"70,000Ã¢â‚¬â€œ$80,000 a year, hundreds of dollars annually Proximity",Markham,ON,https://ca.indeed.com/rc/clk?jk=90389e3cf7b691c4&bb=UAGupeYBgwkQVC8Qpf4kfx1wNLnDGNhND5SEhZCBDtu-DPLmHBM-QeL9uo3CRfJW9412I2MZ6Ek9fPyLpTvxE9uyU9eByW9aWMGQw2K73ABuhu6WmkHJQCBVCC7P6qhO&xkcb=SoD967M39KhysqQgXh2qbzkdCdPP&fccid=ee6da96f708f06a6&vjs=3
job_5b5001d19d7f37dc,Senior Pricing Analyst,The Dufresne Group (TDG),"Tableau, Sql, Excel, Python, R",,Winnipeg,MB,https://ca.indeed.com/rc/clk?jk=5b5001d19d7f37dc&bb=UAGupeYBgwkQVC8Qpf4kf26Yl86X_9weUQ2UDWyH9_qEnoKwNHy6TqUeLJtWhX6fREWuBQkg9YzqWs_TsZqGg3e6YrglyoY_pECj-P9bTWIf_m996wj0BurcZGu-fvzc&xkcb=SoBg67M39KhysqQgXh2pbzkdCdPP&fccid=08d410601598e607&vjs=3
job_5087d8a6dfc98378,Tech Lead / Developpeur BI,CGI,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=5087d8a6dfc98378&bb=UAGupeYBgwkQVC8Qpf4kf4lDscXr5NAhAoRevr1Bl6vXq37sxn1x9ZjGy7OfIO9_4MPzDYefcJ3ccuY-1fJE4igax_0UKCffiYQPjt8qkfASuBbaDJ2pFg%3D%3D&xkcb=SoDU67M39KhysqQgXh2obzkdCdPP&fccid=43a69183767d4301&vjs=3
job_d4df8e60973460e6,DÃƒÂ©veloppeur-analyste Power BI,airmedic,"Power Bi, Sql, Azure, Power BI, Ssis, Sqlserver, .Net",,Saint-Hubert,QC,https://ca.indeed.com/rc/clk?jk=d4df8e60973460e6&bb=UAGupeYBgwkQVC8Qpf4kf-Qgmxf6uLD1dC7Ce31Qb9sBESMQoxIwKs8qag73ZSImQevK0Ryq9Fuu_pIh0kwyEtvzKnxor7lY9uM3UFAJgAT5LODYPawPgknyZ6rBwADo&xkcb=SoBa67M39KhysqQgXh2vbzkdCdPP&fccid=ea6f9958889ba7da&vjs=3
job_07ca6636ad3c8e96,Senior Reporting Business Analyst,Intact,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=07ca6636ad3c8e96&bb=UAGupeYBgwkQVC8Qpf4kf4A3TjuHFbq_Vh_Js-pW3sVGldwTViCVXXxC38cAizrd0YYDVuDljDcguNNqBQY3RtSIKP2SrbMqvk2BQEMpJ8xVGammxG20X0-297Dd_S67&xkcb=SoDu67M39KhysqQgXh2ubzkdCdPP&fccid=a614b30520ebe6c9&vjs=3
job_5087d8a6dfc98378,Tech Lead / Developpeur BI,CGI,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=5087d8a6dfc98378&bb=ZLRItBZGAPlVD3TyRLpbGTqTQeNdpQBGG02aTc3dUKlvz4qcjM5dnefhfnejThFGOupdQQ5Mfry55xN7kuqu_NFAi2lxqwABScPFE0OgftH8kS4WUqwEWw%3D%3D&xkcb=SoCA67M39KhySLgApr0LbzkdCdPP&fccid=43a69183767d4301&vjs=3
job_d4df8e60973460e6,DÃƒÂ©veloppeur-analyste Power BI,airmedic,"Power Bi, Sql, Azure, Power BI, Ssis, Sqlserver, .Net",,Saint-Hubert,QC,https://ca.indeed.com/rc/clk?jk=d4df8e60973460e6&bb=ZLRItBZGAPlVD3TyRLpbGfcL_ue2vpl2IACSK3d8gDcdkTQr2QQOteSjfOC8zVl3SMmDlrE6yYEiBUXLpzZLRFJCboP9yRYRfjfCCr7K95gxNVZVR8k9Csblv6ARpmaE&xkcb=SoA067M39KhySLgApr0KbzkdCdPP&fccid=ea6f9958889ba7da&vjs=3
job_010d44fc0f363d06,Business Analyst (Intermediate),CGI,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=010d44fc0f363d06&bb=ZLRItBZGAPlVD3TyRLpbGb9cR-2tj8bKNY0kuqiQq9duTUQPNa0SqEB0dtl5G-KkCrhqPkNDTFPRZ6Lhz-oy3aaUPTlITa5OldXvJ3jKWQZrJxu3Buveaw%3D%3D&xkcb=SoCp67M39KhySLgApr0JbzkdCdPP&fccid=43a69183767d4301&vjs=3
job_c5341170d62ffda0,Senior Business Analyst - Healthcare,Mariner Innovations,Gap,,Remote,,https://ca.indeed.com/rc/clk?jk=c5341170d62ffda0&bb=ZLRItBZGAPlVD3TyRLpbGbblIYqoA6zWcgFjk_zOq1pJHosyOzdZS3DWsfZWLMcr_yEZMn4ZtTC0MNb9xzsXrYWuHzNhuWG8uTBTQtbo9x819YltEkdEcP_iyAsdQHij&xkcb=SoAd67M39KhySLgApr0IbzkdCdPP&fccid=d3baf1c820bd7a92&vjs=3
job_1cf5f8149d1602ce,Bilingual Senior Business Analyst,GFT Technologies SE,"Gap, Jira, Confluence",#MakeyourMark Diversity is the,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=1cf5f8149d1602ce&bb=ZLRItBZGAPlVD3TyRLpbGQJoaXDcQn5oKWZb8nzpTJXGtl4wdCtzLl_gq_rX-KNx1jzXg8ShMKBa1KKHMFIFAojUNZ_EzPn_6AiOVKB0zR-LosICjiVGmsrtCWFoICCK&xkcb=SoCT67M39KhySLgApr0PbzkdCdPP&fccid=8ab7cdd8a4b10bfc&vjs=3
job_8738d8458b8ea289,BI Engineer,COREL CORPORATION USA,"Tableau, Power BI, Snowflake, Looker, Postgresql","100,000Ã¢â‚¬â€œ$110,000 a year",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=8738d8458b8ea289&bb=ZLRItBZGAPlVD3TyRLpbGV2foFZ4xgDzzt_P4Fi2Z6Zfu9wS77Z84JarGYJNAxWUnHGcFJBwMMOiY89S_nGqh-KWsSC92n5BnGPAT8T0NyG6U7qLXPsMCDVOX8gZCu9N&xkcb=SoAn67M39KhySLgApr0ObzkdCdPP&fccid=4d9aaa630f41a058&vjs=3
job_d921c5a323f7082f,"Senior Operations Analyst, Capacity Planning",Vancouver Airport Authority,"Power Bi, Tableau, Excel","80,932Ã¢â‚¬â€œ$105,773 a year, 80,932 to $, 105,773 per annum",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=d921c5a323f7082f&bb=ZLRItBZGAPlVD3TyRLpbGZRegLW4-h-BPTqYbx2ufK078_9yDPW8mMcU96079PgV2YznlQE7sqn2r-cso2rx2a5W3puMXyF11v-ecXRHeGgYNuPon3xroujQ1TUNu6CP&xkcb=SoC667M39KhySLgApr0NbzkdCdPP&fccid=b5de3c5c688e58c1&vjs=3
job_2d7de48187fda161,Senior Business Systems Analyst,Royal Bank of Canada,"Tableau, Sql, Confluence, Hadoop, Jira, Database",335 8 AVE SW :,Calgary,AB,https://ca.indeed.com/rc/clk?jk=2d7de48187fda161&bb=ZLRItBZGAPlVD3TyRLpbGSeASb6v5mCba5pc7ysbeqXx6IokwgvRH1wdSK7SU4cklKotSBFT9Ju8CjL1JL22KLV791lEke_ZAPCTckoc9l-_lpmtMcOAAA%3D%3D&xkcb=SoAO67M39KhySLgApr0MbzkdCdPP&fccid=537b899e30af3338&vjs=3
job_3850b18579c1d810,Lead Business Systems Analyst,SS&C,"C#, Sql, Excel, Jira, Database",,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=3850b18579c1d810&bb=ZLRItBZGAPlVD3TyRLpbGc9YYkOkKU_vXmaK3bNnDUKRomA2owPSd94Gg882fFtI7Xb63Qtmrv2nQSkDylAUkUCLrwmDEcoUccpN3own8NBoXqvwBo-LAQ%3D%3D&xkcb=SoDn67M39KhySLgApr0DbzkdCdPP&fccid=e02be59e87cd229c&vjs=3
job_4ed6e2400ee689b3,Compensation Analyst,Douglas College,,"68,994 a year",New Westminster,BC,https://ca.indeed.com/rc/clk?jk=4ed6e2400ee689b3&bb=ZLRItBZGAPlVD3TyRLpbGT-6RsFR1v9wytZM_ColNmZeSQxLB58P7w7SXAzBDJZNQjyVut_rmQ3np20w_Gct4EyAqj0HPh7sYJZF9AovYEZqm4aXMHYOciiQe5k0DQi4&xkcb=SoBT67M39KhySLgApr0CbzkdCdPP&fccid=56011b3826a3aceb&vjs=3
job_6e12a311c2b37908,business analyst - computer systems,EKZERO CORPORATION,"Sql, Confluence, Github, Java, Jira",43.50 an hour,Woodbridge,ON,https://ca.indeed.com/rc/clk?jk=6e12a311c2b37908&bb=ZLRItBZGAPlVD3TyRLpbGVtn-TkInjPFV_cTulb4TKQ_wPcnJYBXQeNfU5-6BWZpSnheicPf21cPJNrFK045kUgTvp57iira4GPmX09TeJAL3n3hAYl_Xg%3D%3D&xkcb=SoDO67M39KhySLgApr0BbzkdCdPP&fccid=448b7d7608119e02&vjs=3
job_8daa7161a07792b6,Business Systems Analyst Senior (MICROSOFT DYNAMICS) - REMOTE,Gallagher,"C#, Fabric",,Remote in Toronto,ON,https://ca.indeed.com/rc/clk?jk=8daa7161a07792b6&bb=ZLRItBZGAPlVD3TyRLpbGf5NShCLvgtnDi7nFgBX8whu1BtPRtPlMTe0TVDS5oBX_5rM3Hd3jhoy86Bjw18pmSxEJZp7eP5_5KQwOqes-i-U2K8W80cxU5ohyazbbJKq&xkcb=SoB667M39KhySLgApr0AbzkdCdPP&fccid=e082683e6e0bb617&vjs=3
job_ab4781ee4cee77f4,"P & C Insurance Business Analyst, Implementations",Ontario Mutuals,"C#, R",,London,ON,https://ca.indeed.com/rc/clk?jk=ab4781ee4cee77f4&bb=ZLRItBZGAPlVD3TyRLpbGYViuQyy_JvBAEnZghiKeAsxAp3DEreqZSlD7iwVJ4NqYwcD9qzeEcMm4_I7JBZ3OYPgDz48mbxsjwyj7z19TJy8MwFhEy9TzZ9IVUD3Nuli&xkcb=SoD067M39KhySLgApr0HbzkdCdPP&fccid=b89ffd57deab91ad&vjs=3
job_7d7afede03e35809,"Services Practice Group, Senior Business Analyst",Egon Zehnder,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=7d7afede03e35809&bb=ZLRItBZGAPlVD3TyRLpbGR3oYRnAZ8kLiuII6zDmzhFStxQjct4hlMXWr0rqEBuGBLnLIEkqMSVvPt0e8avlSDVPVmmI7LNvCD9GWc4qoMzWMdH6mq20_yiwG3l2F51v&xkcb=SoBA67M39KhySLgApr0GbzkdCdPP&fccid=a35bc1ed7a946ba3&vjs=3
job_fadb1ec8c711db1b,Business Analyst,CBIG- Canadian Benefits Invst & Ins Grp,Excel,"50,000Ã¢â‚¬â€œ$60,000 a year, 50,000 - $, 60,000 . Individual",Prince George,BC,https://ca.indeed.com/rc/clk?jk=fadb1ec8c711db1b&bb=ZLRItBZGAPlVD3TyRLpbGV2foFZ4xgDzw9QmM9ixsU6XiXpjl-o2JcmzPyiwQm88LMcJWf7hk67aYR3-Gm30f0bdIsaw03fEb7vKtaJkd2gdkyeeCdSo60tPyVWYg2LS&xkcb=SoDd67M39KhySLgApr0FbzkdCdPP&fccid=d053bd02a978e10b&vjs=3
job_3931df45e8e6a10c,"P&C Insurance Business Analyst, Implementations",Cognition+,R,,Remote in London,ON,https://ca.indeed.com/rc/clk?jk=3931df45e8e6a10c&bb=N30c1L8Ed7bnXpLQ9V2TjqhGJKeZg-7XgbODjBO0q-sFrKTxynuvTtFGQq_X-QdRmdUG76s8Y8_j0kj5XAGpEhc4QIGFCRp9aCVZLkOcqFBTuyjc49tzN8wSYdsucsOE&xkcb=SoA567M39KhyZ0wgXh0LbzkdCdPP&fccid=f3cb84243b6e41b7&vjs=3
job_4361aca42d0e8c54,business systems analyst,CognitoCRM,,44 an hour,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=4361aca42d0e8c54&bb=N30c1L8Ed7bnXpLQ9V2TjnACT6KBZ5gtB2CmaheFNEx5yZ2JZlMCOvHXYaEIQ6f7ZfRwQijVSnhCmyVPdsC7DgmZp0aGMfqTXU8ar_TULHbYzyNXjGRH5Q%3D%3D&xkcb=SoCN67M39KhyZ0wgXh0KbzkdCdPP&fccid=c0e1a8b70e329bb4&vjs=3
job_d87bd219124a233e,Architecte BI Databricks-OpportunitÃƒÂ© ouverte aux candidats ÃƒÂ  l'international,CGI,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=d87bd219124a233e&bb=N30c1L8Ed7bnXpLQ9V2TjqIe1Th8NjYmGO7dIF78HPp0wzA9dhHpk5RqsxB5PtR_26ANBbjaTg3-ZJfPm6HScWioHddjY_YqznLvjG2UQbsrCL5CbvZaVQ%3D%3D&xkcb=SoAQ67M39KhyZ0wgXh0JbzkdCdPP&fccid=43a69183767d4301&vjs=3
job_92a4097bd0dee5f9,IT (information technology) business analyst,aim1221 tech solutions Inc,,47.12 an hour,Edmonton,AB,https://ca.indeed.com/rc/clk?jk=92a4097bd0dee5f9&bb=N30c1L8Ed7bnXpLQ9V2TjtPYXHoLknQbtYhuTCGWTqX-L7QUQYuMTpKUP0I0eM_ty80v1eXps82uQlIz-1zcNQcd3CRCi6VdSQAA-lobD6tBHvr9VGlA_A%3D%3D&xkcb=SoCk67M39KhyZ0wgXh0IbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
job_b19bbbfe2f14cc86,Senior Benefits Analyst,Greenshield Holdings,"Excel, Excel",,Etobicoke,ON,https://ca.indeed.com/rc/clk?jk=b19bbbfe2f14cc86&bb=N30c1L8Ed7bnXpLQ9V2TjuSSVWb7mvLNZVQzj4JELZbcnzj-l25ubL_3nthky-LAqhbue7C6YIluGUdi6X6N_ywwn7c93L3mDG3zRfo0bc6XGkhpefCjx4iTiMTqVGgP&xkcb=SoAq67M39KhyZ0wgXh0PbzkdCdPP&fccid=c54b7cd25fab4fcf&vjs=3
job_0ff6f749e6e82867,"Senior Business Analyst, Informatics/Business Intelligence, DARE",PHSA,C,"88,990Ã¢â‚¬â€œ$127,923 a year, $88,990 - $ 127,923 /year, 127,923 /year .",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=0ff6f749e6e82867&bb=N30c1L8Ed7bnXpLQ9V2Tjjzqyry6KgaYPNd2HWWKuyWpz92FT3iszHZlUO39kS-THUF3GB3pRdBzivuqMQe3eF25RdZaN27nbES99uOTyFaX_KqbKSewLw%3D%3D&xkcb=SoCe67M39KhyZ0wgXh0ObzkdCdPP&fccid=f66f721a44de3765&vjs=3
job_cf2d09b322e82f95,V.I.E. Programmer Analyst- H/F/X,SociÃƒÂ©tÃƒÂ© GÃƒÂ©nÃƒÂ©rale,"Git, Docker, Github, Java, Jira, Postgresql",,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=cf2d09b322e82f95&bb=N30c1L8Ed7bnXpLQ9V2TjnnzUw3EFjb6PpydGO8TgmirC1rDfo2MJUTw_jpT7WAaiERvNcNH8gLnx9nZk2v4uUIqwKgfN9qO9BKtYhcqD5qlICAph-lu1g%3D%3D&xkcb=SoAD67M39KhyZ0wgXh0NbzkdCdPP&fccid=df6948c9b8da6236&vjs=3
job_d74b9daade3c839e,sales analyst,Miniso,,45 an hour,Edmonton,AB,https://ca.indeed.com/rc/clk?jk=d74b9daade3c839e&bb=N30c1L8Ed7bnXpLQ9V2TjoWZXipXf6KvExQHyu5SQASImfJkJGO2G2Kq_mVDYSwIPug3P-Egqy3KL46DAmoNOP3ru1UJl15q_ypspXlVQjwFltMUkZKhVQ%3D%3D&xkcb=SoC367M39KhyZ0wgXh0MbzkdCdPP&fccid=f95ba256afe49b6a&vjs=3
job_8625d19f78ef437a,Inventory Accounting Analyst - Contract,Stelco,Excel,1 priority in,Haldimand,ON,https://ca.indeed.com/rc/clk?jk=8625d19f78ef437a&bb=N30c1L8Ed7bnXpLQ9V2TjgSqOzAOHpmxMPcxaVbi39gOuIvNI5ahXTMf0gtNpUNembsuE6xpeDbMmq7O3otDOApyIxTrhwYJL44pvu-KyOCvcBRRDg0zLkr6RWh4T6KPi6lLqdVVn90%3D&xkcb=SoBe67M39KhyZ0wgXh0DbzkdCdPP&fccid=1c0de244d64d8f64&cmp=Stelco&ti=Inventory+Analyst&vjs=3
job_8325d09fff7862be,Business Analyst with BI,C.G.I.,"Sql, Excel, Azure, Tableau, Power Bi","Up to $75,000 a year",MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=8325d09fff7862be&bb=N30c1L8Ed7bnXpLQ9V2TjtJfpnXRaE2KsG9ptaql3G18KJVkarHHBC5lxW80j2-Dov5DfQU4Vd7L6QvxetXc8sfapmlOvVWoIR8T2kcCePdzJG9q5gyPJ3bS6LQIhYaT&xkcb=SoDq67M39KhyZ0wgXh0CbzkdCdPP&fccid=43a69183767d4301&vjs=3
job_d08846f3dbd9d534,Senior Business Analyst - GFT,Royal Bank of Canada,Sql,#TechPJ # LI,Toronto,ON,https://ca.indeed.com/rc/clk?jk=d08846f3dbd9d534&bb=N30c1L8Ed7bnXpLQ9V2TjhhcrX-twMm5eOzIWP_WRyIRR_QjJLZhE4dzItD_v0xXFkmVuEOpkJ5KJMNR89v5Fw4uZvcsVIpZdc-wkmlc7yRSQSdsWOlX-w%3D%3D&xkcb=SoB367M39KhyZ0wgXh0BbzkdCdPP&fccid=537b899e30af3338&vjs=3
job_dbcec71a19e07247,"Business Analyst, Temporary",Aviso Wealth,Sql,"77,000Ã¢â‚¬â€œ$95,000 a year, over $130 billion in total, 77,000 - $, 95,000 CAD annually",Toronto,ON,https://ca.indeed.com/rc/clk?jk=dbcec71a19e07247&bb=N30c1L8Ed7bnXpLQ9V2Tjo5lVyyOOcD3LQ6XfNiBFX-NF69-4lezz4U7cFKhw4NPy3drl5NrBE9BBayKqWg4T81gKlo4TCNNMGm3LMBB2RD9JEv2G9_3IwsWBerfMnvx&xkcb=SoDD67M39KhyZ0wgXh0AbzkdCdPP&fccid=ecf6f847bf757659&vjs=3
job_c199fce161741a90,business systems analyst,Horizon Tech Services INC,,47.25 an hour,Calgary,AB,https://ca.indeed.com/rc/clk?jk=c199fce161741a90&bb=N30c1L8Ed7bnXpLQ9V2TjpmR0om4wArbinqEHLccYecU879WhKu4ZZ32yibTJB-DlYC9R26gArPjN_gyep-yyqORRTPkBK6XmNLCcCjBRwkwKaBRrsMmog%3D%3D&xkcb=SoBN67M39KhyZ0wgXh0HbzkdCdPP&fccid=fde5d09dbd5bb049&vjs=3
job_2aaf8de135024845,Analyste des revenus - Revenue Analyst,Foodtastic,"Power BI, Tableau, Excel, Vue",less than $50mm to over,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=2aaf8de135024845&bb=N30c1L8Ed7bnXpLQ9V2TjittKSdc0w17egsAbIqMmF37czEOlKjA2WyAWY0mfAuacbgd7HM9Pe2a4QV9INnmvho_8Iza2lv-6hpeEkvqWiySCaRf5cSWAjO7CJR3Kezc&xkcb=SoD567M39KhyZ0wgXh0GbzkdCdPP&fccid=7634576ae0afe361&vjs=3
job_0aa75958e0703a22,business systems analyst,Global One Data Inc.,,46 an hour,Surrey,BC,https://ca.indeed.com/rc/clk?jk=0aa75958e0703a22&bb=N30c1L8Ed7bnXpLQ9V2Tjkvb2XErcTzgc22UFPm6fc-redflgsm6ybYvP9E7UF1SxR5vwhyHZQAp46EDV4kyStSJBSwHudHptoDzG1pEtc0dd-TIm7fI0w%3D%3D&xkcb=SoBk67M39KhyZ0wgXh0FbzkdCdPP&fccid=6f4e2bf9dad64b29&vjs=3
job_1de70a72c4bf2490,"Sr. Analyst, Logistics",BAXTER,Excel,,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=1de70a72c4bf2490&bb=vMjSWi6cTWTtAWmlcNXPkO-iCUiSphH4ma7CCdIz8TlhQpf2G3IfFn_vIW6DMbFdlM6-xV2w7Mr7BZmHo6rw4kEX-5ob02L1fmllfcaoD897cyxMXnglkg%3D%3D&xkcb=SoAM67M39KhyPcQ9Xp0LbzkdCdPP&fccid=a108770a4ae3a921&vjs=3
job_3896c44ca2fd2f06,"Senior Manager, Business Planning & Market Intelligence",Samsung Electronics,,#indhigh & nbsp ;,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=3896c44ca2fd2f06&bb=vMjSWi6cTWTtAWmlcNXPkIwroMV0rJxa0Mahc_Folbolupgx_TMBRYUDf8JuC4ovFxq9BtjEbG1rpiDf5pftGm9Wb_2pjiwSOPa7mOHwbzBrjpbzWpRHTqKXxA_qhHIO&xkcb=SoC467M39KhyPcQ9Xp0KbzkdCdPP&fccid=da3c7fed78dd1607&vjs=3
job_3336ad74b1771dc8,Logistics Support and Reliability Analyst - Intermediate,Aversan,Excel,,Ottawa,ON,https://ca.indeed.com/rc/clk?jk=3336ad74b1771dc8&bb=vMjSWi6cTWTtAWmlcNXPkLIbZuY3VgKLDD_9iELGGG_h-IAmfDcSbAZhI5jCkC-RAIADORqWZ3WBvzPZiC-XFLulcJZjcR-tkrHaG71Sr7oS6xeJbL8z2WLX9tk8CPNP&xkcb=SoAl67M39KhyPcQ9Xp0JbzkdCdPP&fccid=1096ef5348c4cb1a&vjs=3
job_9f200bfc2a9d29f0,Senior Business Analyst,BMO Financial Group,,"74,800Ã¢â‚¬â€œ$138,600 a year, 74,800.00 - $, 138,600.00 Pay Type",Toronto,ON,https://ca.indeed.com/rc/clk?jk=9f200bfc2a9d29f0&bb=vMjSWi6cTWTtAWmlcNXPkM0QXbpqzGOGwUVABRSYcvsSIpevpI0mc7K802uO9JpL2Tzem_SXmNeZhHVEc7VHqgQuA5W8dBK_tHocRr3JcxylPKjYRxmGEQ%3D%3D&xkcb=SoCR67M39KhyPcQ9Xp0IbzkdCdPP&fccid=3a429036b3725efa&vjs=3
job_b7c5c9d124182770,Senior Compensation Analyst,Thomson Reuters,"Excel, Power Bi, Database",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=b7c5c9d124182770&bb=vMjSWi6cTWTtAWmlcNXPkHyqCphUkh36jzhkCOM5D0HxydgZXUmqTEpAZMCSVWEpjDG5t_Mob8gfM5XjgaDj1hejX2vfF15qwF-qw6dIvG4vTemD_AATNQ%3D%3D&xkcb=SoAf67M39KhyPcQ9Xp0PbzkdCdPP&fccid=f4c6ed63cbcfdc0d&vjs=3
job_7b2682ac5505d985,business systems analyst,Premiumreal Technologies Inc.,Jira,26.50 an hour,Nepean,ON,https://ca.indeed.com/rc/clk?jk=7b2682ac5505d985&bb=vMjSWi6cTWTtAWmlcNXPkDnJ-UgQhIOlXN8LIW-iw85QKGGv_cwfiBcDkYRS0hSY1BOMttTx9pqY3dA-vud4hlAbt8CZmca2PKepW924eR0iGJqE7oIwEA%3D%3D&xkcb=SoCr67M39KhyPcQ9Xp0ObzkdCdPP&fccid=915eefdbca707394&vjs=3
job_d8e204a64afec7dd,business systems analyst,D.D ENTERPRISES INC,,41.50 an hour,Brampton,ON,https://ca.indeed.com/rc/clk?jk=d8e204a64afec7dd&bb=vMjSWi6cTWTtAWmlcNXPkFYHhjP2aoeZ7Inj-DhLciHCnPO5BAAT54tpXRE0eiOGq77PSklpRI68rpJ4m6-eD76fQWcZQwDgC-34w3LUDXVauskmXnL3VQ%3D%3D&xkcb=SoA267M39KhyPcQ9Xp0NbzkdCdPP&fccid=4affa098e2774cec&vjs=3
job_a385567ef6864def,marketing analyst,MANRO ENTERPRISES LTD,Excel,29.50 an hour,Surrey,BC,https://ca.indeed.com/rc/clk?jk=a385567ef6864def&bb=vMjSWi6cTWTtAWmlcNXPkMIeNsxieQYpyHp_aEG-FJCSSfTCqhQTkbSxkucC_F1JlYyffnnJ9EEcG8lU7UDuN6SAmVWLJsDfTED_PbIv0K8BCQ2sAHnK9g%3D%3D&xkcb=SoCC67M39KhyPcQ9Xp0MbzkdCdPP&fccid=d34c64c8e1fa0a0d&vjs=3
job_fa9345166d8fe4ea,Data Analyst - Data Science & Analysis,McGill University,"Machine Learning, Sql, Julia, Python, R","36.57 an hour, 36.57 Hours per",MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=fa9345166d8fe4ea&bb=vMjSWi6cTWTtAWmlcNXPkE3VuzLEvLmykWw0iSoW9npoB4jR3DMlSA5B4NJor_lHre_fXhxd3u5ywZYAQaWSnRrVmcu_b6Urty7tJTP9yyor19yT_s8UzOrTK4KtSwdo&xkcb=SoBr67M39KhyPcQ9Xp0DbzkdCdPP&fccid=367ae0b0728910f4&vjs=3
